Branch,Installation,City/Area,State/Country,Latitude,Longitude,Combatant Command,Major Command,Primary Combat Units,Approx Personnel,Aircraft / Major Combat Systems,Notes
Marine Corps,Marine Corps Base Camp Butler (Okinawa),Okinawa,Japan,26.298056,127.794444,INDOPACOM,III MEF,III Marine Expeditionary Force HQ; 3rd Marine Division,"~18,000",Ground combat element; 12th Marine Littoral Regiment,Umbrella command for Okinawa camps.
Marine Corps,Marine Corps Air Station Futenma,Ginowan,Japan,26.274444,127.756111,INDOPACOM,1st MAW,Marine Aircraft Group 36,"~3,000",MV-22B Osprey; CH-53E; UH-1Y; AH-1Z,Relocation to Camp Schwab/Henoko in progress.
Marine Corps,Camp Schwab,Nago,Japan,26.523889,128.043333,INDOPACOM,III MEF,4th Marine Regiment,"~3,000",Infantry; jungle training,Site of the Futenma Replacement Facility.
Marine Corps,Camp Hansen,Kin,Japan,26.458056,127.925556,INDOPACOM,III MEF,12th Marine Littoral Regiment elements,"~6,000",Infantry; NMESIS,Central Okinawa training and maneuver.
Marine Corps,Camp Courtney / Camp Foster,Okinawa,Japan,26.390000,127.863889,INDOPACOM,III MEF,III MEF and 3rd Marine Division HQ elements,"~10,000",Command and support,Principal III MEF headquarters area.
Marine Corps,Marine Corps Air Station Iwakuni,Iwakuni,Japan,34.143889,132.235556,INDOPACOM,1st MAW,Marine Aircraft Group 12; Carrier Air Wing 5 (Navy),"~10,000",F-35B; F/A-18E/F (Navy); EA-18G; E-2D; MV-22B; KC-130J,Only base hosting a forward-deployed Navy carrier air wing.
Marine Corps,Camp Fuji / Combined Arms Training Center,Shizuoka,Japan,35.309444,138.868333,INDOPACOM,III MEF,Rotational training units,<500,Live-fire training,Mainland Japan Marine training site.
Marine Corps,Marine Corps Base Camp Blaz,Dededo,Guam,13.568889,144.839444,INDOPACOM,III MEF,Marine Corps Base Guam,"~1,300 (growing to ~5,000)",Ground combat element (bedding down),New base absorbing Marines relocating from Okinawa.
Marine Corps,Marine Rotational Force - Darwin,Darwin,Australia,-12.418056,130.871944,INDOPACOM,III MEF,"Rotational MAGTF (~2,000 seasonal)","~2,000 (seasonal)",MV-22B; HIMARS; infantry battalion,Six-month annual rotational deployment.
Marine Corps,Marine Corps Base Camp Lejeune (Stone Bay Complex),Jacksonville,North Carolina,34.580278,-77.410278,SOCOM,MARSOC,Marine Raider Regiment,"~3,000",Special operations,Marine Corps component of USSOCOM.
Marine Corps,Blount Island Command,Jacksonville,Florida,30.390000,-81.548889,TRANSCOM,MARFORCOM,Maritime Prepositioning Force support,"~1,000",Prepositioning ship maintenance,Sustains Maritime Prepositioning Squadrons.
Marine Corps,Camp H.M. Smith,Aiea (Oahu),Hawaii,21.385556,-157.904444,INDOPACOM,MARFORPAC,USINDOPACOM HQ; Marine Forces Pacific HQ,"~2,500",Joint Theater Command and Control Systems,Headquarters of United States Indo-Pacific Command and Marine Forces Pacific.
Marine Corps,Marine Corps Recruit Depot Parris Island,Parris Island,South Carolina,32.336111,-80.693889,NORTHCOM,TECOM,Recruit Training Regiment; 4th Marine Corps District,"~7,000",Marine Corps basic training obstacle courses and firing ranges,Initial entry training depot for all enlisted Marines recruited east of the Mississippi River.
Marine Corps,Marine Corps Recruit Depot San Diego,San Diego,California,32.741667,-117.195833,NORTHCOM,TECOM,Recruit Training Regiment; Western Recruiting Region,"~7,000",Marine Corps basic training infrastructure and firing ranges,Initial entry training depot for all enlisted Marines recruited west of the Mississippi River.
Marine Corps,Marine Corps Mountain Warfare Training Center,Bridgeport,California,38.358889,-119.516111,NORTHCOM,TECOM,Mountain Warfare Training Battalion,~600,High-altitude live-fire training areas; pack animal and cold-weather survival gear,"Premier military training center for high-altitude, mountainous, and extreme cold-weather warfare."
Marine Corps,Marine Barracks Washington (8th & I),Washington,D.C.,38.880556,-76.995000,NORTHCOM,HQMC,USMC Silent Drill Platoon; The President's Own US Marine Band; Marine Corps Color Guard,"~1,200",Presidential security and ceremonial protocol systems,Oldest active post in the Marine Corps (est. 1801); official residence of the Commandant of the Marine Corps.
Marine Corps,Marine Corps Logistics Base Albany,Albany,Georgia,31.564444,-84.053889,NORTHCOM,LOGCOM,Marine Depot Maintenance Command; Logistics Operations Center,"~3,500",Heavy vehicle rebuild lines; automated warehouse robotics,"East Coast depot-level rebuild, maintenance, and logistics distribution facility for Marine Corps vehicles."
Marine Corps,Marine Corps Logistics Base Barstow,Barstow,California,34.883333,-116.958333,NORTHCOM,LOGCOM,Production Plant Barstow; Yermo Annex,"~2,500",Desert vehicle preservation facilities; heavy railhead staging,"West Coast depot-level rebuild, modification, and long-term storage facility for heavy ground combat gear."
Coast Guard,USCG Base Alameda,Alameda,California,37.781667,-122.253056,NORTHCOM / INDOPACOM,PACAREA,Pacific Area HQ; National Security Cutters,"~3,000",Legend-class NSC (WMSL),Pacific Area command and cutter homeport.
Coast Guard,USCG Base Portsmouth,Portsmouth,Virginia,36.828889,-76.326944,NORTHCOM,LANTAREA,Atlantic Area HQ; cutter fleet,"~2,500",Legend-class NSC; Famous-class WMEC,Atlantic Area command.
Coast Guard,USCG Base Charleston,Charleston,South Carolina,32.781944,-79.924444,NORTHCOM / SOUTHCOM,LANTAREA,National Security Cutter homeport,"~1,500",Legend-class NSC (WMSL),Southeast cutter operations.
Coast Guard,USCG Base Kodiak,Kodiak,Alaska,57.747222,-152.508056,NORTHCOM / INDOPACOM,PACAREA / D17,Air Station Kodiak; cutter support,"~1,600",HC-130J; MH-60T Jayhawk; WMEC/WMSL,Largest Coast Guard base.
Coast Guard,USCG Base Honolulu,Honolulu,Hawaii,21.309444,-157.876111,INDOPACOM,PACAREA / D14,District 14; cutter fleet,"~1,200",Legend-class NSC; MH-65E,Central Pacific enforcement.
Coast Guard,USCG Base Miami Beach,Miami Beach,Florida,25.772500,-80.146667,SOUTHCOM,LANTAREA / D7,District 7; migrant and counterdrug ops,"~1,500",MH-65E; Fast Response Cutters,Busiest operational district.
Coast Guard,USCG Air Station Clearwater,Clearwater,Florida,27.910833,-82.687500,SOUTHCOM / NORTHCOM,LANTAREA,Largest Coast Guard air station,~600,HC-130J Hercules; MH-60T Jayhawk,Caribbean and Gulf response.
Coast Guard,USCG Air Station Elizabeth City,Elizabeth City,North Carolina,36.260556,-76.175000,NORTHCOM,LANTAREA,Aviation Technical Training Center,~900,HC-130J; MH-60T; HC-144 Ocean Sentry,Aviation logistics and training center.
Coast Guard,USCG Base Seattle,Seattle,Washington,47.589722,-122.341111,NORTHCOM / INDOPACOM,PACAREA / D13,District 13; Polar Security Cutter homeport,"~1,500",Polar-class icebreakers (Polar Star); NSC,Only US heavy icebreaker homeport.
Coast Guard,USCG Base Boston,Boston,Massachusetts,42.368889,-71.050556,NORTHCOM,LANTAREA / D1,District 1,"~1,000",Famous-class WMEC; Fast Response Cutters,Northeast fisheries and SAR.
Coast Guard,USCG Base Los Angeles-Long Beach,San Pedro,California,33.725833,-118.272500,NORTHCOM,PACAREA / D11,District 11 operations,"~1,000",MH-65E; Fast Response Cutters,Largest US port complex security.
Coast Guard,Patrol Forces Southwest Asia (PATFORSWA),Manama,Bahrain,26.213889,50.608056,CENTCOM,LANTAREA / NAVCENT,PATFORSWA,~350,Sentinel-class Fast Response Cutters (6),Only permanent overseas Coast Guard combat unit.
Coast Guard,USCG Base Guam / Sector Guam,Santa Rita,Guam,13.443056,144.654444,INDOPACOM,PACAREA / D14,Sector Guam,~300,Fast Response Cutters (3),Western Pacific presence.
Coast Guard,USCG Air Station Barbers Point,Kapolei,Hawaii,21.306944,-158.070000,INDOPACOM,PACAREA,Air Station Barbers Point,~350,HC-130J; MH-65E,Central Pacific long-range SAR.
Coast Guard,USCG Air Station Sacramento,Sacramento,California,38.666944,-121.400000,NORTHCOM,PACAREA,Air Station Sacramento,~250,HC-27J Spartan,Medium-range surveillance.
ANG,104th Fighter Wing (ANG),"Barnes ANGB, Westfield",Massachusetts,42.158056,-72.716111,NORTHCOM,ANG / ACC,104th Fighter Wing,"~1,200",F-15EX Eagle II (converting from F-15C),Northeast air sovereignty alert.
ANG,158th Fighter Wing (ANG),Burlington ANGB,Vermont,44.471944,-73.153333,NORTHCOM,ANG / ACC,158th Fighter Wing,"~1,000",F-35A Lightning II,First ANG F-35A wing.
ANG,177th Fighter Wing (ANG),Atlantic City ANGB,New Jersey,39.457500,-74.577222,NORTHCOM,ANG / ACC,177th Fighter Wing,"~1,100",F-16C Fighting Falcon,Northeast alert commitment.
ANG,113th Wing (ANG),"Joint Base Andrews, Camp Springs",Maryland,38.810833,-76.866944,NORTHCOM,ANG / ACC,113th Wing (Capital Guardians),"~1,300",F-16C Fighting Falcon,National Capital Region air defense.
ANG,175th Wing (ANG),"Warfield ANGB, Middle River",Maryland,39.325556,-76.413889,NORTHCOM / CYBERCOM,ANG,175th Wing,"~1,500",A-10C divested; cyber operations mission,Converted to cyber and intelligence mission.
ANG,192nd Wing (ANG),Joint Base Langley-Eustis,Virginia,37.082778,-76.360556,NORTHCOM,ANG / ACC,192nd Wing (associate to 1st FW),"~1,200",F-22A Raptor (associate),Classic associate with active-duty F-22 wing.
ANG,169th Fighter Wing (ANG),"McEntire JNGB, Eastover",South Carolina,33.921667,-80.800833,NORTHCOM,ANG / ACC,169th Fighter Wing,"~1,200",F-16C Fighting Falcon,Swamp Fox.
ANG,125th Fighter Wing (ANG),Jacksonville ANGB,Florida,30.494167,-81.687778,NORTHCOM,ANG / ACC,125th Fighter Wing,"~1,100",F-35A (converting from F-15C),Southeast air sovereignty alert.
ANG,187th Fighter Wing (ANG),"Dannelly Field, Montgomery",Alabama,32.300556,-86.393889,NORTHCOM,ANG / ACC,187th Fighter Wing,"~1,000",F-35A (converting from F-16C),Red Tails lineage.
ANG,159th Fighter Wing (ANG),NAS JRB New Orleans,Louisiana,29.824167,-90.035278,NORTHCOM,ANG / ACC,159th Fighter Wing,"~1,000",F-15C/D Eagle,Gulf Coast alert.
ANG,138th Fighter Wing (ANG),Tulsa ANGB,Oklahoma,36.198333,-95.888056,NORTHCOM,ANG / ACC,138th Fighter Wing,"~1,000",F-16C Fighting Falcon,Combat-coded F-16 wing.
ANG,149th Fighter Wing (ANG),"JBSA-Lackland, San Antonio",Texas,29.384167,-98.618611,NORTHCOM,ANG / AETC,149th Fighter Wing,"~1,000",F-16C (formal training unit),F-16 pilot training.
ANG,147th Attack Wing (ANG),"Ellington Field, Houston",Texas,29.607222,-95.158889,NORTHCOM,ANG / ACC,147th Attack Wing,"~1,000",MQ-9A Reaper,Remotely piloted strike and ISR.
ANG,162nd Wing (ANG),"Morris ANGB, Tucson",Arizona,32.116111,-110.941111,NORTHCOM,ANG / AETC,162nd Wing,"~1,700",F-16C (international training),Largest ANG fighter wing; trains partner nations.
ANG,144th Fighter Wing (ANG),Fresno ANGB,California,36.776111,-119.718056,NORTHCOM,ANG / ACC,144th Fighter Wing,"~1,100",F-15EX Eagle II (converting from F-15C),West Coast air sovereignty alert.
ANG,142nd Wing (ANG),Portland ANGB,Oregon,45.588611,-122.597500,NORTHCOM,ANG / ACC,142nd Wing,"~1,200",F-15EX Eagle II (converting from F-15C),Pacific Northwest alert.
ANG,173rd Fighter Wing (ANG),"Kingsley Field, Klamath Falls",Oregon,42.156111,-121.733056,NORTHCOM,ANG / AETC,173rd Fighter Wing,"~1,000",F-15C/D (formal training unit),Sole F-15C pilot training base.
ANG,124th Fighter Wing (ANG),"Gowen Field, Boise",Idaho,43.564444,-116.222778,NORTHCOM,ANG / ACC,124th Fighter Wing,"~1,200",A-10C Thunderbolt II,One of the last A-10 units.
ANG,140th Wing (ANG),"Buckley SFB, Aurora",Colorado,39.701667,-104.751667,NORTHCOM,ANG / ACC,140th Wing,"~1,300",F-16C Fighting Falcon,Rocky Mountain alert.
ANG,148th Fighter Wing (ANG),Duluth ANGB,Minnesota,46.842222,-92.193611,NORTHCOM,ANG / ACC,148th Fighter Wing,"~1,000",F-16C Fighting Falcon,Northern tier alert.
ANG,115th Fighter Wing (ANG),"Truax Field, Madison",Wisconsin,43.139722,-89.337500,NORTHCOM,ANG / ACC,115th Fighter Wing,"~1,200",F-35A Lightning II,Converted from F-16C in 2023.
ANG,122nd Fighter Wing (ANG),Fort Wayne ANGB,Indiana,40.978333,-85.195000,NORTHCOM,ANG / ACC,122nd Fighter Wing,"~1,100",F-16C Fighting Falcon,Blacksnakes.
ANG,180th Fighter Wing (ANG),Toledo ANGB,Ohio,41.586944,-83.807778,NORTHCOM,ANG / ACC,180th Fighter Wing,"~1,100",F-16C Fighting Falcon,Great Lakes alert.
ANG,111th Attack Wing (ANG),Horsham AGS,Pennsylvania,40.199722,-75.148889,NORTHCOM,ANG / ACC,111th Attack Wing,~900,MQ-9A Reaper,Converted from A-10C.
ANG,174th Attack Wing (ANG),"Hancock Field, Syracuse",New York,43.111111,-76.106389,NORTHCOM,ANG / ACC,174th Attack Wing,"~1,000",MQ-9A Reaper,MQ-9 formal training unit.
ANG,107th Attack Wing (ANG),Niagara Falls ARS,New York,43.107222,-78.946111,NORTHCOM,ANG / ACC,107th Attack Wing,~900,MQ-9A Reaper,Co-located with 914th ARW.
ANG,132nd Wing (ANG),Des Moines ANGB,Iowa,41.533889,-93.663056,NORTHCOM,ANG / ACC,132nd Wing,"~1,000",MQ-9A Reaper; intelligence group,Converted from F-16C.
ANG,178th Wing (ANG),Springfield-Beckley ANGB,Ohio,39.840000,-83.840000,NORTHCOM,ANG / ACC,178th Wing,"~1,000",MQ-9A Reaper; ISR group,Remote split operations.
ANG,116th Air Control Wing (ANG),Robins AFB,Georgia,32.613056,-83.591944,NORTHCOM,ANG / ACC,116th Air Control Wing,"~1,300",E-11A BACN (post-JSTARS),Transitioned after JSTARS divestment.
ANG,154th Wing (ANG),JB Pearl Harbor-Hickam,Hawaii,21.318611,-157.949722,INDOPACOM,ANG / PACAF,154th Wing,"~2,300",F-22A (associate); C-17A; KC-135R; HH-60,Largest ANG wing; multiple weapon systems.
ANG,176th Wing (ANG),JB Elmendorf-Richardson,Alaska,61.250833,-149.806944,INDOPACOM / NORTHCOM,ANG / PACAF,176th Wing,"~2,000",C-17A; HC-130J; HH-60G; 210th/211th/212th Rescue Squadrons,Alaska rescue coordination center.
ANG,168th Wing (ANG),Eielson AFB,Alaska,64.665556,-147.101389,INDOPACOM,ANG / PACAF,168th Wing,"~1,000",KC-135R Stratotanker,Arctic air refueling.
ANG,156th Wing (ANG),"Muniz ANGB, Carolina",Puerto Rico,18.439444,-65.991667,SOUTHCOM / NORTHCOM,ANG / AMC,156th Wing,"~1,100",C-130J (converting),Caribbean airlift and counterdrug support.
ANG,141st Air Refueling Wing (ANG),Fairchild AFB,Washington,47.615000,-117.655833,NORTHCOM,ANG / AMC,141st ARW,"~1,000",KC-135R Stratotanker,Associate to 92nd ARW.
ANG,157th Air Refueling Wing (ANG),"Pease ANGB, Portsmouth",New Hampshire,43.078056,-70.823333,NORTHCOM,ANG / AMC,157th ARW,"~1,100",KC-46A Pegasus,First ANG KC-46A wing.
ANG,121st Air Refueling Wing (ANG),"Rickenbacker ANGB, Columbus",Ohio,39.813889,-82.927778,NORTHCOM,ANG / AMC,121st ARW,"~1,300",KC-135R Stratotanker,Largest KC-135 wing in the ANG.
ANG,128th Air Refueling Wing (ANG),"General Mitchell IAP, Milwaukee",Wisconsin,42.947222,-87.896667,NORTHCOM,ANG / AMC,128th ARW,"~1,000",KC-135R Stratotanker,Midwest tanker support.
ANG,134th Air Refueling Wing (ANG),"McGhee Tyson ANGB, Knoxville",Tennessee,35.811111,-83.993889,NORTHCOM,ANG / AMC,134th ARW,"~1,100",KC-135R Stratotanker,Co-located with I.G. Brown Training Center.
ANG,155th Air Refueling Wing (ANG),Lincoln ANGB,Nebraska,40.850833,-96.759167,NORTHCOM,ANG / AMC,155th ARW,"~1,000",KC-135R Stratotanker,Central US tanker base.
ANG,101st Air Refueling Wing (ANG),Bangor ANGB,Maine,44.807500,-68.828056,NORTHCOM,ANG / AMC,101st ARW,~900,KC-135R Stratotanker,Northeast tanker bridge to Europe.
ANG,117th Air Refueling Wing (ANG),"Sumpter Smith JNGB, Birmingham",Alabama,33.563889,-86.753611,NORTHCOM,ANG / AMC,117th ARW,"~1,100",KC-135R Stratotanker,Southeast tanker support.
ANG,161st Air Refueling Wing (ANG),"Goldwater ANGB, Phoenix",Arizona,33.434167,-112.011667,NORTHCOM,ANG / AMC,161st ARW,~900,KC-135R Stratotanker,Southwest tanker support.
ANG,171st Air Refueling Wing (ANG),Pittsburgh IAP ARS,Pennsylvania,40.491389,-80.232778,NORTHCOM,ANG / AMC,171st ARW,"~1,300",KC-135R Stratotanker,Large East Coast tanker wing.
ANG,185th Air Refueling Wing (ANG),"Sioux Gateway, Sioux City",Iowa,42.403611,-96.384444,NORTHCOM,ANG / AMC,185th ARW,"~1,000",KC-135R Stratotanker,Converted from F-16C.
ANG,186th Air Refueling Wing (ANG),"Key Field, Meridian",Mississippi,32.333056,-88.751944,NORTHCOM,ANG / AMC,186th ARW,~900,KC-135R Stratotanker,Also hosts ISR mission.
ANG,126th Air Refueling Wing (ANG),Scott AFB,Illinois,38.545278,-89.835278,NORTHCOM,ANG / AMC,126th ARW,"~1,000",KC-135R Stratotanker,Associate at Scott AFB.
ANG,190th Air Refueling Wing (ANG),"Forbes Field, Topeka",Kansas,38.950833,-95.663611,NORTHCOM,ANG / AMC,190th ARW,"~1,000",KC-135R Stratotanker,Central plains tanker wing.
ANG,108th Wing (ANG),JB McGuire-Dix-Lakehurst,New Jersey,40.033056,-74.593611,NORTHCOM,ANG / AMC,108th Wing,"~1,300",KC-46A Pegasus (converting from KC-135R),East Coast air bridge.
ANG,120th Airlift Wing (ANG),Great Falls IAP,Montana,47.481944,-111.370556,NORTHCOM,ANG / AMC,120th Airlift Wing,"~1,000",C-130H Hercules,Converted from F-15C.
ANG,152nd Airlift Wing (ANG),Reno-Tahoe IAP,Nevada,39.499167,-119.768056,NORTHCOM,ANG / AMC,152nd Airlift Wing,"~1,100",C-130H (MAFFS firefighting capable),Modular Airborne Fire Fighting System unit.
ANG,146th Airlift Wing (ANG),"Channel Islands ANGS, Port Hueneme",California,34.145833,-119.117222,NORTHCOM,ANG / AMC,146th Airlift Wing,"~1,100",C-130J (MAFFS capable),Wildfire suppression and airlift.
ANG,153rd Airlift Wing (ANG),Cheyenne Regional Airport,Wyoming,41.155833,-104.811944,NORTHCOM,ANG / AMC,153rd Airlift Wing,"~1,000",C-130H (MAFFS capable),Airlift and firefighting.
ANG,145th Airlift Wing (ANG),Charlotte-Douglas IAP,North Carolina,35.213889,-80.943056,NORTHCOM,ANG / AMC,145th Airlift Wing,"~1,300",C-17A Globemaster III,Converted from C-130H.
ANG,109th Airlift Wing (ANG),"Stratton ANGB, Scotia",New York,42.853056,-73.929722,NORTHCOM / INDOPACOM,ANG / AMC,109th Airlift Wing,"~1,200",LC-130H Skibird,Only ski-equipped airlift in the US military; polar operations.
ANG,106th Rescue Wing (ANG),"F.S. Gabreski ANGB, Westhampton Beach",New York,40.843611,-72.631667,NORTHCOM,ANG / ACC,106th Rescue Wing,"~1,100",HC-130J; HH-60G/W,Atlantic long-range rescue.
ANG,129th Rescue Wing (ANG),Moffett Air National Guard Base,California,37.416111,-122.049167,NORTHCOM,ANG / ACC,129th Rescue Wing,"~1,100",HC-130J; HH-60G/W,Pacific long-range rescue.
AF Reserve,442nd Fighter Wing (AFRC),Whiteman AFB,Missouri,38.730278,-93.547778,NORTHCOM,AFRC / ACC,442nd Fighter Wing,"~1,300",A-10C Thunderbolt II,Combat-coded Reserve attack wing.
AF Reserve,419th Fighter Wing (AFRC),Hill AFB,Utah,41.123889,-111.973056,NORTHCOM,AFRC / ACC,419th Fighter Wing,"~1,300",F-35A Lightning II (associate),Reserve associate to the 388th FW.
AF Reserve,301st Fighter Wing (AFRC),NAS JRB Fort Worth,Texas,32.778889,-97.441944,NORTHCOM,AFRC / ACC,301st Fighter Wing,"~1,400",F-16C Fighting Falcon,Combat-coded Reserve fighter wing.
AF Reserve,924th Fighter Group (AFRC),Davis-Monthan AFB,Arizona,32.166944,-110.883056,NORTHCOM,AFRC / ACC,924th Fighter Group,~800,A-10C Thunderbolt II,Reserve associate to the 355th Wing.
AF Reserve,307th Bomb Wing (AFRC),Barksdale AFB,Louisiana,32.501944,-93.662778,STRATCOM,AFRC / AFGSC,307th Bomb Wing,"~1,300",B-52H Stratofortress,Only Reserve bomb wing.
AF Reserve,920th Rescue Wing (AFRC),Patrick SFB,Florida,28.235000,-80.610000,NORTHCOM,AFRC / ACC,920th Rescue Wing,"~1,700",HC-130J; HH-60G/W,Supports space launch and Atlantic rescue.
AF Reserve,919th Special Operations Wing (AFRC),"Duke Field, Eglin",Florida,30.653333,-86.523889,SOCOM,AFRC / AFSOC,919th Special Operations Wing,"~1,300",MQ-9A; C-146A Wolfhound,Reserve special operations aviation.
AF Reserve,452nd Air Mobility Wing (AFRC),"March ARB, Riverside",California,33.898889,-117.259722,NORTHCOM,AFRC / AMC,452nd AMW,"~4,000",C-17A; KC-135R,Largest Air Force Reserve wing.
AF Reserve,439th Airlift Wing (AFRC),"Westover ARB, Chicopee",Massachusetts,42.193889,-72.534722,NORTHCOM,AFRC / AMC,439th Airlift Wing,"~2,000",C-5M Super Galaxy,Largest Reserve base by area.
AF Reserve,433rd Airlift Wing (AFRC),JBSA-Lackland,Texas,29.384167,-98.618611,NORTHCOM,AFRC / AMC,433rd Airlift Wing,"~2,000",C-5M Super Galaxy,Alamo Wing.
AF Reserve,910th Airlift Wing (AFRC),Youngstown ARS,Ohio,41.260556,-80.679167,NORTHCOM,AFRC / AMC,910th Airlift Wing,"~1,600",C-130H (aerial spray mission),Only DoD fixed-wing aerial spray unit.
AF Reserve,302nd Airlift Wing (AFRC),Peterson SFB,Colorado,38.824722,-104.700278,NORTHCOM,AFRC / AMC,302nd Airlift Wing,"~1,200",C-130H (MAFFS capable),Firefighting and airlift.
AF Reserve,934th Airlift Wing (AFRC),Minneapolis-St. Paul ARS,Minnesota,44.880556,-93.218889,NORTHCOM,AFRC / AMC,934th Airlift Wing,"~1,300",C-130H Hercules,Upper Midwest airlift.
AF Reserve,916th Air Refueling Wing (AFRC),Seymour Johnson AFB,North Carolina,35.339444,-77.960556,NORTHCOM,AFRC / AMC,916th ARW,"~1,300",KC-46A Pegasus,Reserve KC-46A wing.
AF Reserve,927th Air Refueling Wing (AFRC),MacDill AFB,Florida,27.849444,-82.521111,NORTHCOM,AFRC / AMC,927th ARW,"~1,200",KC-135R Stratotanker,Associate to the 6th ARW.
AF Reserve,940th Air Refueling Wing (AFRC),Beale AFB,California,39.136111,-121.436667,NORTHCOM,AFRC / AMC,940th ARW,"~1,000",KC-135R Stratotanker,Associate at Beale.
AF Reserve,434th Air Refueling Wing (AFRC),"Grissom ARB, Peru",Indiana,40.648056,-86.152222,NORTHCOM,AFRC / AMC,434th ARW,"~1,800",KC-135R Stratotanker,Largest Reserve tanker wing.
AF Reserve,507th Air Refueling Wing (AFRC),Tinker AFB,Oklahoma,35.414722,-97.386389,NORTHCOM,AFRC / AMC,507th ARW,"~1,200",KC-135R Stratotanker,Reserve associate at Tinker.
AF Reserve,914th Air Refueling Wing (AFRC),Niagara Falls ARS,New York,43.107222,-78.946111,NORTHCOM,AFRC / AMC,914th ARW,"~1,200",KC-135R Stratotanker,Converted from C-130H.
AF Reserve,445th Airlift Wing (AFRC),Wright-Patterson AFB,Ohio,39.826111,-84.048333,NORTHCOM,AFRC / AMC,445th Airlift Wing,"~1,500",C-17A Globemaster III,Strategic airlift.
AF Reserve,315th Airlift Wing (AFRC),JB Charleston,South Carolina,32.898611,-80.040556,NORTHCOM,AFRC / AMC,315th Airlift Wing,"~2,000",C-17A Globemaster III,Associate to the 437th AW.
AF Reserve,512th Airlift Wing (AFRC),Dover AFB,Delaware,39.129444,-75.466111,NORTHCOM,AFRC / AMC,512th Airlift Wing,"~1,500",C-5M; C-17A,Associate to the 436th AW.
AF Reserve,349th Air Mobility Wing (AFRC),Travis AFB,California,38.262778,-121.927222,NORTHCOM,AFRC / AMC,349th AMW,"~3,000",C-5M; C-17A; KC-46A,Largest associate wing.
AF Reserve,446th Airlift Wing (AFRC),JB Lewis-McChord,Washington,47.137778,-122.476389,NORTHCOM / INDOPACOM,AFRC / AMC,446th Airlift Wing,"~2,000",C-17A Globemaster III,Associate to the 62nd AW.
AF Reserve,931st Air Refueling Wing (AFRC),McConnell AFB,Kansas,37.625833,-97.269444,NORTHCOM,AFRC / AMC,931st ARW,"~1,000",KC-46A Pegasus,Associate to the 22nd ARW.
AF Reserve,908th Airlift Wing (AFRC),Maxwell AFB,Alabama,32.383056,-86.366389,NORTHCOM,AFRC / AFGSC,908th Flying Training Wing,"~1,200",MH-139A Grey Wolf (training),Converted from C-130H to MH-139 training.
